20	26	695	407	6	
40	42	52	59	6	
60	63	17	17	2	
45	123	49	195	6	
59	168	20	22	4	
58	206	23	27	4	
58	242	26	30	4	
116	80	36	177	6	
129	126	16	20	4	
126	165	20	21	4	
127	198	19	22	4	
165	80	68	290	6	
187	137	33	4	1	
245	86	33	153	6	
256	130	18	16	4	
257	156	17	19	4	
253	184	21	20	4	
308	79	37	184	6	
318	126	21	22	4	
315	165	21	24	4	
316	200	20	20	4	
353	78	54	291	6	
372	108	28	5	1	
422	85	31	158	6	
431	117	17	18	4	
430	158	18	21	4	
431	193	17	20	4	
469	85	38	187	6	
479	117	24	23	4	
480	167	21	24	4	
480	210	24	21	4	
518	87	54	291	6	
537	117	28	5	1	
584	86	35	173	6	
595	129	20	20	4	
595	161	20	24	4	
591	195	24	17	4	
630	89	61	285	6	
646	216	28	29	2	
