16	26	584	364	6	
49	128	79	106	6	
71	160	31	40	3	
143	67	38	270	6	
155	144	16	16	4	
154	183	18	18	4	
155	219	20	20	4	
195	93	30	217	6	
203	163	14	16	4	
203	192	16	15	4	
205	222	15	16	4	
244	76	38	36	6	
255	87	13	18	3	
245	132	37	173	6	
259	183	18	17	4	
261	212	17	18	4	
258	240	20	23	4	
299	76	36	41	6	
310	85	14	23	3	
299	137	36	172	6	
314	189	17	16	4	
313	213	18	17	4	
314	236	17	20	4	
359	75	32	44	6	
370	86	9	22	3	
358	139	33	172	6	
365	182	18	17	4	
367	210	16	20	4	
367	238	18	18	4	
409	79	34	39	6	
417	86	13	18	3	
410	137	33	184	6	
417	190	17	15	4	
417	218	20	17	4	
419	244	19	16	4	
457	80	38	36	6	
468	91	13	18	3	
458	136	37	173	6	
472	187	18	17	4	
474	216	17	18	4	
471	244	20	23	4	
510	102	36	197	6	
521	181	18	22	2	
552	100	30	197	6	
561	179	15	22	2	
