18	29	680	474	6	
45	63	70	384	6	
64	117	2	54	5	
78	120	5	51	5	
95	119	3	52	5	
66	350	35	34	2	
145	80	359	382	6	
177	111	107	288	6	
203	140	57	49	6	
218	146	25	32	3	
212	228	49	141	6	
226	266	23	22	4	
224	301	25	22	4	
225	328	25	25	4	
317	227	67	33	8	
511	86	45	114	6	
524	110	23	20	4	
523	137	26	24	4	
522	166	27	20	4	
512	308	47	112	6	
529	330	22	23	4	
527	355	26	22	4	
523	379	29	27	4	
567	86	38	121	6	
577	134	15	15	2	
568	305	41	128	6	
580	358	19	21	2	
617	85	48	342	6	
625	197	26	24	4	
626	241	27	27	4	
626	284	27	33	4	
