14	38	710	451	6	
38	65	59	70	6	
61	87	21	21	2	
431	101	38	44	6	
444	110	16	22	3	
492	101	37	44	6	
502	115	13	19	3	
558	102	37	43	6	
568	116	13	19	3	
103	181	94	111	6	
133	214	36	41	3	
208	183	35	113	6	
220	208	14	15	4	
219	234	14	17	4	
218	261	16	16	4	
257	148	36	191	6	
266	192	17	19	4	
266	230	18	20	4	
269	273	16	22	4	
310	149	40	189	6	
321	197	17	19	4	
320	232	16	20	4	
318	264	18	22	4	
361	156	41	188	6	
375	237	19	18	2	
423	177	42	199	6	
433	221	25	23	4	
434	269	19	20	4	
433	307	23	23	4	
495	178	45	191	6	
506	221	22	18	4	
506	260	24	21	4	
508	302	24	19	4	
558	187	41	197	6	
570	238	25	24	4	
570	277	21	22	4	
569	312	20	22	4	
640	146	52	174	6	
649	211	29	37	3	
22	470	30	1	1	
