25	28	696	464	6	
55	64	52	376	6	
67	130	2	26	5	
77	130	2	27	5	
89	129	3	36	5	
71	377	19	20	2	
133	63	502	391	6	
586	70	32	3	1	
166	88	392	339	6	
191	115	39	43	6	
201	129	16	16	3	
187	173	40	104	6	
197	195	21	20	4	
197	219	23	19	4	
196	244	22	19	4	
239	120	31	39	6	
249	131	11	15	3	
233	176	37	104	6	
243	198	21	20	4	
243	222	23	19	4	
242	247	22	19	4	
287	118	138	253	6	
330	223	42	43	3	
483	106	45	38	6	
498	115	19	18	3	
485	156	43	77	6	
497	173	21	13	4	
497	190	20	16	4	
494	207	23	16	4	
483	300	42	34	6	
493	308	19	17	3	
484	340	39	70	6	
495	356	19	12	4	
495	371	18	13	4	
492	386	21	15	4	
570	235	42	23	8	
640	383	61	72	6	
658	407	25	23	2	
