28	32	666	441	6	
55	372	59	59	6	
71	385	24	29	3	
138	152	60	172	6	
153	193	28	22	4	
159	229	24	23	4	
156	262	27	25	4	
211	72	48	45	6	
225	85	20	19	3	
213	147	50	250	6	
225	202	26	3	1	
274	78	52	50	6	
291	88	22	26	3	
279	154	53	240	6	
293	211	25	2	1	
350	81	45	51	6	
364	91	18	26	3	
356	161	42	176	6	
369	198	20	3	1	
354	357	45	50	6	
368	368	18	26	3	
416	85	51	54	6	
426	97	22	27	3	
425	161	44	176	6	
438	198	20	3	1	
429	347	46	85	6	
439	363	22	15	4	
440	384	20	16	4	
443	403	19	17	4	
495	104	57	285	6	
511	231	28	29	2	
582	90	51	317	6	
595	199	27	26	4	
595	240	23	21	4	
592	278	25	26	4	
