14	15	626	449	6	
45	49	67	376	6	
63	104	2	33	5	
76	99	2	36	5	
93	96	2	43	5	
63	359	28	30	2	
134	58	443	363	6	
164	81	108	301	6	
188	96	60	55	6	
206	112	24	25	3	
181	162	30	31	6	
189	173	11	15	3	
232	161	30	32	6	
240	172	11	15	3	
183	206	25	81	6	
190	224	15	14	4	
190	243	15	16	4	
189	263	16	13	4	
232	206	26	72	6	
238	220	17	13	4	
239	237	16	14	4	
239	255	16	11	4	
186	294	22	68	6	
191	309	13	12	4	
191	325	13	14	4	
192	343	12	12	4	
231	290	26	71	6	
240	304	14	13	4	
239	321	15	15	4	
239	340	15	11	4	
337	208	76	36	8	
