21	23	608	411	6	
39	35	6	52	5	
53	42	72	371	6	
63	48	8	112	5	
83	97	2	31	5	
95	96	5	40	5	
72	328	32	31	2	
155	51	48	156	6	
170	74	24	24	4	
170	120	25	23	4	
168	161	25	24	2	
148	254	51	128	6	
164	275	20	19	4	
165	309	19	18	4	
163	342	21	20	2	
239	63	53	224	6	
251	99	25	2	1	
243	322	48	50	6	
257	338	21	21	2	
311	94	43	228	6	
325	143	21	20	4	
321	199	25	24	4	
322	258	25	24	4	
386	98	42	212	6	
399	143	18	19	4	
402	200	18	16	4	
399	261	21	26	7	
559	56	54	74	6	
574	78	27	28	2	
563	320	45	59	6	
575	336	21	24	2	
