16	24	592	363	6	
39	139	93	126	6	
64	178	40	49	3	
149	71	30	271	6	
157	151	15	15	4	
157	186	16	18	4	
155	223	19	18	4	
192	69	30	269	6	
200	157	15	15	4	
200	190	15	14	4	
200	225	15	12	4	
244	134	30	132	6	
253	169	16	15	4	
252	195	17	18	4	
253	226	16	17	4	
299	67	37	91	6	
309	87	18	15	4	
309	108	20	17	4	
309	130	19	15	4	
308	273	36	79	6	
319	301	17	21	2	
346	67	30	112	6	
357	94	9	12	4	
355	113	11	14	4	
354	136	12	14	4	
415	66	33	85	6	
426	86	17	15	4	
421	106	23	18	4	
423	128	20	15	4	
466	63	25	103	6	
474	89	14	13	4	
474	110	14	11	4	
474	132	13	13	4	
463	179	31	79	6	
472	196	17	12	4	
472	214	19	15	4	
472	233	18	13	4	
425	270	42	72	6	
435	296	22	19	2	
539	49	46	289	6	
559	138	18	15	4	
553	168	21	19	4	
552	198	28	21	4	
